term	Df	SumOfSqs	F	parOmegaSq	Pr(>F)	R2	test_var	ref_level	test_level	n	outcome_subset	dataset
PhysAct_Score	1	0.6867535817534502	2.3440001734777054	0.00328330248619284	0.001	0.00571342514798635	PhysAct_Score	low	high	408	positive	metaphlan
kjonn	1	0.40741033076461974	1.3905568334286744	9.563316949759244e-4	0.039	0.00338943762535145	PhysAct_Score	low	high	408	positive	metaphlan
age_invitation	2	0.7503204198605289	1.2804819960504767	0.00137302395857818	0.028	0.0062422674883374	PhysAct_Score	low	high	408	positive	metaphlan
senter	1	0.3556069279285339	1.213743506988516	5.236068368307076e-4	0.121	0.00295846082030987	PhysAct_Score	low	high	408	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.4304409342871338	1.4691639788246045	0.00114859093463644	0.014	0.0035810400178761	PhysAct_Score	low	high	408	positive	metaphlan
Smoking	1	1.1582298621019618	3.8761682667927384	0.0028312193519608	0.001	0.0037997902974598	Smoking	Non smoker	Smoker	1013	all	metaphlan
kjonn	1	0.783710479290221	2.6227899915002	0.00159940226802297	0.001	0.00257110921818245	Smoking	Non smoker	Smoker	1013	all	metaphlan
age_invitation	2	0.9070778500159236	1.517827545631346	0.0010213201932919	0.001	0.00297583901633834	Smoking	Non smoker	Smoker	1013	all	metaphlan
senter	1	0.7062141230025532	2.3634382627430304	0.00134413190707872	0.001	0.00231686788634875	Smoking	Non smoker	Smoker	1013	all	metaphlan
Total_Reads_QC_ATLAS	1	0.52297004908081135	1.750187916111275	7.400126037494295e-4	0.004	0.00171570133302641	Smoking	Non smoker	Smoker	1013	all	metaphlan
Smoking	1	0.24538011564692397	0.8185050283413945	-2.4335005156745024e-4	0.821	0.00109369077590382	Smoking	Non smoker	Missing	746	all	metaphlan
kjonn	1	0.5888547429144353	1.964220151936286	0.00129085185866085	0.002	0.0026246014228774	Smoking	Non smoker	Missing	746	all	metaphlan
age_invitation	2	0.8511194754751727	1.4195232742454942	0.00112346368654482	0.001	0.00379354911079556	Smoking	Non smoker	Missing	746	all	metaphlan
senter	1	0.5629563607694195	1.877831913200169	0.00117533534360166	0.004	0.00250916899841969	Smoking	Non smoker	Missing	746	all	metaphlan
Total_Reads_QC_ATLAS	1	0.4963176752043523	1.6555478089105136	8.77978889776208e-4	0.008	0.00221215179501378	Smoking	Non smoker	Missing	746	all	metaphlan
Smoking	1	0.5183040976675102	1.6836295700909527	0.00154080413278569	0.003	0.00378062686747951	Smoking	Non smoker	Smoker	443	negative	metaphlan
kjonn	1	0.5571584253125934	1.8098417595057252	0.00182474943839701	0.002	0.00406403908759105	Smoking	Non smoker	Smoker	443	negative	metaphlan
age_invitation	2	0.7208245165799951	1.170742693741075	7.702536278184982e-4	0.105	0.00525785643290138	Smoking	Non smoker	Smoker	443	negative	metaphlan
senter	1	0.5719563991930556	1.8579106567316976	0.00193284976145256	0.002	0.00417197884320653	Smoking	Non smoker	Smoker	443	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.4692421517308105	1.5242595336259506	0.00118203124712325	0.008	0.00342275797967052	Smoking	Non smoker	Smoker	443	negative	metaphlan
Smoking	1	0.2501804805081491	0.8121770573519792	-5.51103966617994e-4	0.844	0.00237576623388377	Smoking	Non smoker	Missing	341	negative	metaphlan
kjonn	1	0.5178483126797175	1.6811244342190037	0.00199345057572864	0.003	0.0049175960212375	Smoking	Non smoker	Missing	341	negative	metaphlan
age_invitation	2	0.676875054441993	1.0986916101429265	5.785015653488076e-4	0.219	0.00642774726323683	Smoking	Non smoker	Missing	341	negative	metaphlan
senter	1	0.5068919683487252	1.645556145757784	0.00188954937111012	0.009	0.00481355228107238	Smoking	Non smoker	Missing	341	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.40413185785422456	1.3119593600090682	9.140006713917094e-4	0.063	0.00383772075254092	Smoking	Non smoker	Missing	341	negative	metaphlan
Smoking	1	0.9004276966802252	3.0925189182715327	0.00365765824420869	0.001	0.00539037056267706	Smoking	Non smoker	Smoker	570	positive	metaphlan
kjonn	1	0.4474529029041605	1.5367769920543153	9.408280302003927e-4	0.008	0.00267865700365673	Smoking	Non smoker	Smoker	570	positive	metaphlan
age_invitation	2	0.8567632760697563	1.4712767329873528	0.00165087268456839	0.002	0.00512897544082242	Smoking	Non smoker	Smoker	570	positive	metaphlan
senter	1	0.417599292576341	1.4342447675815762	7.612529779983761e-4	0.029	0.00249993968643735	Smoking	Non smoker	Smoker	570	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.32112142475202177	1.1028915311793357	1.8047887970360928e-4	0.245	0.00192237919980702	Smoking	Non smoker	Smoker	570	positive	metaphlan
Snus	1	0.2925410031016895	0.9762024572792554	-2.4508883596240036e-5	0.513	0.00100156561785293	Snus	Non snuser	Snuser	971	all	metaphlan
kjonn	1	0.6923518758088107	2.310361950292224	0.00134767868529535	0.001	0.00237038851618707	Snus	Non snuser	Snuser	971	all	metaphlan
age_invitation	2	0.9203217954345746	1.535546109204032	0.00110186613611117	0.001	0.00315088366381085	Snus	Non snuser	Snuser	971	all	metaphlan
senter	1	0.6964510433243163	2.3240407760260813	0.00136172790191358	0.001	0.00238442273772122	Snus	Non snuser	Snuser	971	all	metaphlan
Total_Reads_QC_ATLAS	1	0.49658612624182297	1.6570962413755883	6.76263513041184e-4	0.005	0.00170015001341094	Snus	Non snuser	Snuser	971	all	metaphlan
Snus	1	0.2507195688801289	0.8365712898232117	-1.729703476165059e-4	0.836	8.821115010323123e-4	Snus	Non snuser	Missing	945	all	metaphlan
kjonn	1	0.7236494712294075	2.4145876376155933	0.00149468072036654	0.001	0.00254602990958638	Snus	Non snuser	Missing	945	all	metaphlan
age_invitation	2	0.9187751589910818	1.5328299327568238	0.00112641216220144	0.001	0.00323254438506279	Snus	Non snuser	Missing	945	all	metaphlan
senter	1	0.6460136718385456	2.155541719808031	0.00122130206805915	0.001	0.00227288237730397	Snus	Non snuser	Missing	945	all	metaphlan
Total_Reads_QC_ATLAS	1	0.5597953326724223	1.8678586022724235	9.175262637160282e-4	0.001	0.00196953872958613	Snus	Non snuser	Missing	945	all	metaphlan
Snus	1	0.2932911734393713	0.950536856353695	-1.1558145015929212e-4	0.568	0.0022136724646811402	Snus	Non snuser	Snuser	428	negative	metaphlan
kjonn	1	0.5118771239608009	1.658959137921861	0.00153725735546761	0.007	0.00386349265586215	Snus	Non snuser	Snuser	428	negative	metaphlan
age_invitation	2	0.6968710588055842	1.1292559843398453	6.036353311258796e-4	0.146	0.0052597705420889904	Snus	Non snuser	Snuser	428	negative	metaphlan
senter	1	0.5751412724629859	1.8639939643435677	0.00201461063764518	0.002	0.00434099118368517	Snus	Non snuser	Snuser	428	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.4390920676072483	1.423067693100954	9.874997986896842e-4	0.025	0.00331413321486474	Snus	Non snuser	Snuser	428	negative	metaphlan
Snus	1	0.2592592317431297	0.8404776230360552	-3.84539083259137e-4	0.838	0.00201978355003975	Snus	Non snuser	Missing	415	negative	metaphlan
kjonn	1	0.5219654838030721	1.692129943393215	0.0016650061272208	0.002	0.00406642143766949	Snus	Non snuser	Missing	415	negative	metaphlan
age_invitation	2	0.6767111638742023	1.096895540943498	4.667485064794127e-4	0.191	0.00527198228480282	Snus	Non snuser	Missing	415	negative	metaphlan
senter	1	0.5321984314041401	1.725303548894444	0.00174467020097837	0.004	0.00414614218317233	Snus	Non snuser	Missing	415	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.4846515949878665	1.5711641888980843	0.00137440765413276	0.009	0.00377572405995128	Snus	Non snuser	Missing	415	negative	metaphlan
Snus	1	0.27451770418375077	0.9402823471738516	-1.099893575182604e-4	0.571	0.00172728133026763	Snus	Non snuser	Snuser	543	positive	metaphlan
kjonn	1	0.3946406017369668	1.3517291804354994	6.473324028360598e-4	0.036	0.00248310157471511	Snus	Non snuser	Snuser	543	positive	metaphlan
age_invitation	2	0.9689270937630567	1.659392141342615	0.00242281604229982	0.001	0.00609654551943638	Snus	Non snuser	Snuser	543	positive	metaphlan
senter	1	0.43401714213879927	1.4866023243833957	8.953345350231172e-4	0.013	0.00273086105270159	Snus	Non snuser	Snuser	543	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.34339660222519797	1.1762074293602045	3.2440196560546195e-4	0.153	0.00216067135511195	Snus	Non snuser	Snuser	543	positive	metaphlan
Snus	1	0.24863672299537143	0.8507755534866828	-2.816348553183414e-4	0.796	0.0016018007283506	Snus	Non snuser	Missing	530	positive	metaphlan
kjonn	1	0.41633728111003165	1.4246068581756597	8.005036958799884e-4	0.018	0.0026821836778068	Snus	Non snuser	Missing	530	positive	metaphlan
age_invitation	2	0.9427147328202636	1.612872464961945	0.00230738992155883	0.001	0.00607328285004162	Snus	Non snuser	Missing	530	positive	metaphlan
senter	1	0.4358292507928354	1.491303728596292	9.261296559305092e-4	0.016	0.00280775745009097	Snus	Non snuser	Missing	530	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.3559057459721373	1.2178245609526177	4.1082089447480873e-4	0.119	0.00229286356518198	Snus	Non snuser	Missing	530	positive	metaphlan
Utdanning	1	0.4101544280908911	1.3749604339672388	6.36200142759965e-4	0.035	0.00232524645193048	Utdanning	Primary school	High school	589	all	metaphlan
kjonn	1	0.5760491155188276	1.9310890913621748	0.00157830144669317	0.001	0.00326573619656501	Utdanning	Primary school	High school	589	all	metaphlan
age_invitation	2	0.9521047452093114	1.595870072339145	0.00201924233027414	0.001	0.00539766982638433	Utdanning	Primary school	High school	589	all	metaphlan
senter	1	0.325825919607297	1.0922660274723317	1.5662406857677003e-4	0.266	0.00184717148377576	Utdanning	Primary school	High school	589	all	metaphlan
Total_Reads_QC_ATLAS	1	0.4898620521636303	1.6421642525281457	0.00108907451240736	0.007	0.00277712471380767	Utdanning	Primary school	High school	589	all	metaphlan
Utdanning	1	0.8619695951208826	2.879928671865963	0.00304747907086784	0.001	0.00464817527463799	Utdanning	Primary school	University/college	615	all	metaphlan
kjonn	1	0.6426063225756593	2.147013518323059	0.00186159064826652	0.001	0.00346525775019168	Utdanning	Primary school	University/college	615	all	metaphlan
age_invitation	2	0.8103967766303128	1.3538093024488238	0.00114927700017908	0.008	0.0043700685976645	Utdanning	Primary school	University/college	615	all	metaphlan
senter	1	0.4686014502081264	1.565645423888872	9.189034964733274e-4	0.005	0.00252693562144898	Utdanning	Primary school	University/college	615	all	metaphlan
Total_Reads_QC_ATLAS	1	0.43201045917115266	1.443391176388886	7.204418517540114e-4	0.017	0.00232961852259156	Utdanning	Primary school	University/college	615	all	metaphlan
Utdanning	1	0.3665934738061125	1.2219651019970637	0.00109222987724609	0.11	0.00599021349640546	Utdanning	Primary school	Missing	203	all	metaphlan
kjonn	1	0.48817546870355955	1.6272340590610452	0.00308030535286414	0.004	0.00797688854327162	Utdanning	Primary school	Missing	203	all	metaphlan
age_invitation	2	0.8473645905583425	1.4122591266831497	0.00404523587462315	0.003	0.01384611339105087	Utdanning	Primary school	Missing	203	all	metaphlan
senter	1	0.3403669616639178	1.1345443351947226	6.623409899830209e-4	0.214	0.00556166684125985	Utdanning	Primary school	Missing	203	all	metaphlan
Total_Reads_QC_ATLAS	1	0.38245098855555426	1.2748229159320437	0.00135197715088258	0.082	0.00624932858071215	Utdanning	Primary school	Missing	203	all	metaphlan
Utdanning	1	0.2371983840938725	0.7689908762867644	-8.927233627605604e-4	0.923	0.00296886595002815	Utdanning	Primary school	High school	259	negative	metaphlan
kjonn	1	0.46026779489911007	1.4921759955412224	0.00189668915316228	0.02	0.00576088825137072	Utdanning	Primary school	High school	259	negative	metaphlan
age_invitation	2	0.678111797578083	1.0992102400528831	7.655157764396778e-4	0.203	0.00848750734045983	Utdanning	Primary school	High school	259	negative	metaphlan
senter	1	0.3250103293972302	1.0536748762441608	2.0719596535274945e-4	0.332	0.00406795393670558	Utdanning	Primary school	High school	259	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.43787283770871	1.4195721377196833	0.00161734958647199	0.026	0.00548058437784768	Utdanning	Primary school	High school	259	negative	metaphlan
Utdanning	1	0.4962485857808048	1.6203323266046958	0.00227544409953079	0.003	0.00592542870356565	Utdanning	Primary school	University/college	272	negative	metaphlan
kjonn	1	0.47212367319896487	1.5415605641192427	0.00198707515653133	0.008	0.005637366523482	Utdanning	Primary school	University/college	272	negative	metaphlan
age_invitation	2	0.724115588704862	1.182177572083937	0.00133774900160857	0.073	0.00864626200850545	Utdanning	Primary school	University/college	272	negative	metaphlan
senter	1	0.36973792570364594	1.2072544497970763	7.613847405205737e-4	0.106	0.00441483518651057	Utdanning	Primary school	University/college	272	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.3487480564412522	1.138719113532994	5.097367768352067e-4	0.2	0.00416420681723112	Utdanning	Primary school	University/college	272	negative	metaphlan
Utdanning	1	0.28558228805926333	0.9275974911874898	-7.54762036223846e-4	0.627	0.0097387544749402	Utdanning	Primary school	Missing	96	negative	metaphlan
kjonn	1	0.43859078181373334	1.4245831267517306	0.00440326639725897	0.025	0.01495655759354951	Utdanning	Primary school	Missing	96	negative	metaphlan
age_invitation	2	0.6568389142321429	1.066736549203664	0.00138841440036913	0.329	0.02239912341470456	Utdanning	Primary school	Missing	96	negative	metaphlan
senter	1	0.2871557434877907	0.9327082188797284	-7.014477373737734e-4	0.612	0.00979241150038048	Utdanning	Primary school	Missing	96	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.2718094073243691	0.8828619100597792	-0.00122167911560773	0.707	0.00926908002558522	Utdanning	Primary school	Missing	96	negative	metaphlan
Utdanning	1	0.3941738755422079	1.3584690317984782	0.00108509109165284	0.045	0.00410676967342411	Utdanning	Primary school	High school	330	positive	metaphlan
kjonn	1	0.3554467645685122	1.225001077139075	6.813568821414455e-4	0.113	0.00370328447373315	Utdanning	Primary school	High school	330	positive	metaphlan
age_invitation	2	0.8710502932719066	1.5009808132530094	0.00302705646088166	0.002	0.00907519029137992	Utdanning	Primary school	High school	330	positive	metaphlan
senter	1	0.25673199207490427	0.8847934435683942	-3.492326979640352e-4	0.729	0.0026748072986843	Utdanning	Primary school	High school	330	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.37178181639076513	1.2812977101993694	8.516913072268179e-4	0.065	0.0038734740768497	Utdanning	Primary school	High school	330	positive	metaphlan
Utdanning	1	0.557069379664938	1.8987199688521976	0.00261332746145026	0.001	0.00550488702952994	Utdanning	Primary school	University/college	343	positive	metaphlan
kjonn	1	0.39527455301993086	1.3472571180442263	0.0010113874826291	0.043	0.00390605163279919	Utdanning	Primary school	University/college	343	positive	metaphlan
age_invitation	2	0.8278138636053285	1.4107638749283915	0.00238940172022758	0.006	0.00818034874465182	Utdanning	Primary school	University/college	343	positive	metaphlan
senter	1	0.3700572544377536	1.2613062650153148	7.612459087176372e-4	0.084	0.00365685757376061	Utdanning	Primary school	University/college	343	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.3452126890787923	1.176625839045956	5.146791061719796e-4	0.167	0.0034113468158706	Utdanning	Primary school	University/college	343	positive	metaphlan
Utdanning	1	0.40288343847622343	1.3769014446635628	0.00351007935219473	0.055	0.0127564472551859	Utdanning	Primary school	Missing	107	positive	metaphlan
kjonn	1	0.3410510087313092	1.1655818576265913	0.00154510295895722	0.168	0.01079865486817634	Utdanning	Primary school	Missing	107	positive	metaphlan
age_invitation	2	0.8661775005108012	1.4801316434092897	0.00889459934223616	0.001	0.02742566842828136	Utdanning	Primary school	Missing	107	positive	metaphlan
senter	1	0.27856988452198195	0.9520452811085586	-4.48375893751252e-4	0.575	0.0088203229505489	Utdanning	Primary school	Missing	107	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.4205014339092053	1.4371130121965885	0.00406854763629925	0.016	0.01331428361185759	Utdanning	Primary school	Missing	107	positive	metaphlan
Sivilstatus_cat2	1	0.4283466605293711	1.4300806674585134	4.2438119379213267e-4	0.011	0.00140524790571166	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	all	metaphlan
kjonn	1	0.7510259236291859	2.5073795435102455	0.00148582412893685	0.001	0.00246383993051514	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	all	metaphlan
age_invitation	2	0.953284925657954	1.591321315635176	0.00116610419224097	0.001	0.00312737735289401	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	all	metaphlan
senter	1	0.7695403211988037	2.569191819579422	0.00154665825872866	0.001	0.00252457886187056	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	all	metaphlan
Total_Reads_QC_ATLAS	1	0.5221923500160983	1.7433944355486486	7.333161820132696e-4	0.006	0.00171312110927139	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	all	metaphlan
Sivilstatus_cat2	1	0.2118043879589777	0.7119615590762964	-3.544163917203105e-4	0.945	8.729313558489145e-4	Sivilstatus_cat2	Married/cohabiting	Missing	813	all	metaphlan
kjonn	1	0.6269772447989794	2.1075280876565117	0.00136041990700921	0.001	0.00258402624073488	Sivilstatus_cat2	Married/cohabiting	Missing	813	all	metaphlan
age_invitation	2	0.8251933229388442	1.3869068776154851	9.50895374305716e-4	0.009	0.0034009546882947	Sivilstatus_cat2	Married/cohabiting	Missing	813	all	metaphlan
senter	1	0.6313213913978473	2.1221305489897726	0.00137833195645115	0.002	0.00260193022193706	Sivilstatus_cat2	Married/cohabiting	Missing	813	all	metaphlan
Total_Reads_QC_ATLAS	1	0.5184046675082641	1.7425710527918667	9.125380423825612e-4	0.001	0.00213655483555912	Sivilstatus_cat2	Married/cohabiting	Missing	813	all	metaphlan
Sivilstatus_cat2	1	0.30445641828481484	0.987979712272678	-2.707345305859804e-5	0.476	0.00221670961974775	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	444	negative	metaphlan
kjonn	1	0.5235581473979494	1.6989782338579182	0.00157180085421815	0.004	0.00381196227812364	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	444	negative	metaphlan
age_invitation	2	0.7197649083721558	1.1678405912472114	7.55467536618006e-4	0.101	0.00524051949810708	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	444	negative	metaphlan
senter	1	0.5861431414923004	1.902070370349127	0.00202757062829179	0.003	0.00426763589880922	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	444	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.4862817927413232	1.5780141814142103	0.00130014117427396	0.01	0.00354055773877452	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	444	negative	metaphlan
Sivilstatus_cat2	1	0.2486427197459875	0.8131329927042432	-4.998941738609379e-4	0.808	0.00216778018702077	Sivilstatus_cat2	Married/cohabiting	Missing	374	negative	metaphlan
kjonn	1	0.5381595781733921	1.7599361396932482	0.00202779450632091	0.004	0.0046919196838401	Sivilstatus_cat2	Married/cohabiting	Missing	374	negative	metaphlan
age_invitation	2	0.6726078357475842	1.099810247725106	5.334599088740628e-4	0.189	0.00586410067207313	Sivilstatus_cat2	Married/cohabiting	Missing	374	negative	metaphlan
senter	1	0.5213306841412901	1.7049008304663973	0.00188121593527095	0.001	0.00454519774044465	Sivilstatus_cat2	Married/cohabiting	Missing	374	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.4689287383921936	1.533531441432935	0.00142452249703673	0.011	0.00408833377164525	Sivilstatus_cat2	Married/cohabiting	Missing	374	negative	metaphlan
Sivilstatus_cat2	1	0.4196642912012294	1.4366401531056074	7.667932168681788e-4	0.029	0.0025159535430405	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	569	positive	metaphlan
kjonn	1	0.44384293225593296	1.519411090054491	9.12016482564384e-4	0.009	0.0026609083054611	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	569	positive	metaphlan
age_invitation	2	0.9407117707440024	1.61017309631174	0.00214013091741072	0.001	0.0056397152729118	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	569	positive	metaphlan
senter	1	0.47878280281310026	1.639021030759858	0.00112179995956658	0.004	0.00287037833415966	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	569	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.32462995510624637	1.111308343799202	1.955827307721687e-4	0.248	0.0019462077256771	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	569	positive	metaphlan
Sivilstatus_cat2	1	0.23829697490222657	0.8219249429305296	-4.058025521232315e-4	0.786	0.00187127881530856	Sivilstatus_cat2	Married/cohabiting	Missing	439	positive	metaphlan
kjonn	1	0.34654351910731407	1.1952848427139753	4.4464239360837265e-4	0.141	0.00272130834289468	Sivilstatus_cat2	Married/cohabiting	Missing	439	positive	metaphlan
age_invitation	2	0.7905611134719521	1.363386795699224	0.00165278449038397	0.01	0.00620805305838982	Sivilstatus_cat2	Married/cohabiting	Missing	439	positive	metaphlan
senter	1	0.38481954120780415	1.3273050552805052	7.450141421082865e-4	0.038	0.00302187912991502	Sivilstatus_cat2	Married/cohabiting	Missing	439	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.3221389550696756	1.1111095403958886	2.5303286111841614e-4	0.234	0.00252966619679017	Sivilstatus_cat2	Married/cohabiting	Missing	439	positive	metaphlan
Arbeid_lump	1	0.31807171178053295	1.0659438555407474	7.425558428065824e-5	0.31	0.00119646129257226	Arbeid_lump	Employed	Retired	888	all	metaphlan
kjonn	1	0.5523015678213028	1.8509111021820548	9.573158912858832e-4	0.001	0.00207754233794018	Arbeid_lump	Employed	Retired	888	all	metaphlan
age_invitation	2	0.6596847170795286	1.1053904586935626	2.3730956875959132e-4	0.198	0.00248147571775179	Arbeid_lump	Employed	Retired	888	all	metaphlan
senter	1	0.6608977483543299	2.2148461114489137	0.00136620088695263	0.001	0.0024860386666505	Arbeid_lump	Employed	Retired	888	all	metaphlan
Total_Reads_QC_ATLAS	1	0.4902999670944155	1.6431270620404466	7.237180398465478e-4	0.005	0.00184431658223881	Arbeid_lump	Employed	Retired	888	all	metaphlan
Arbeid_lump	1	0.6972155901957251	2.3490555530408064	0.00299557762230483	0.001	0.00519936729037555	Arbeid_lump	Employed	Other	449	all	metaphlan
kjonn	1	0.5825066749386849	1.9625788044468824	0.00213924190541457	0.001	0.00434394496435658	Arbeid_lump	Employed	Other	449	all	metaphlan
age_invitation	2	0.5239491119815796	0.8826434666109645	-5.230196577414806e-4	0.799	0.00390726184693258	Arbeid_lump	Employed	Other	449	all	metaphlan
senter	1	0.4472670251612101	1.5069299997322758	0.00112774679521087	0.007	0.00333541815958812	Arbeid_lump	Employed	Other	449	all	metaphlan
Total_Reads_QC_ATLAS	1	0.43368004007021455	1.4611527921857177	0.00102601256931972	0.023	0.00323409551728015	Arbeid_lump	Employed	Other	449	all	metaphlan
Arbeid_lump	1	0.2921190568697085	0.9474014813593612	-1.414138623664373e-4	0.568	0.00254180768359277	Arbeid_lump	Employed	Retired	372	negative	metaphlan
kjonn	1	0.4471710553698074	1.450266630387424	0.00120893088481598	0.015	0.00389095746302585	Arbeid_lump	Employed	Retired	372	negative	metaphlan
age_invitation	2	0.5550878743978274	0.9001314055379815	-5.372163736891438e-4	0.781	0.00482997117453683	Arbeid_lump	Employed	Retired	372	negative	metaphlan
senter	1	0.45242721178802014	1.4673134140866204	0.00125464274919364	0.015	0.00393669271533408	Arbeid_lump	Employed	Retired	372	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.47201130299525573	1.530828602789586	0.00142492530022416	0.012	0.0041070992408109	Arbeid_lump	Employed	Retired	372	negative	metaphlan
Arbeid_lump	1	0.5021976505680499	1.6412307051285373	0.00278020847863208	0.006	0.00706352519057785	Arbeid_lump	Employed	Other	230	negative	metaphlan
kjonn	1	0.5433222812080203	1.775629992873201	0.00336097010285338	0.001	0.00764195255707402	Arbeid_lump	Employed	Other	230	negative	metaphlan
age_invitation	2	0.6621460467735716	1.081978800592781	7.123513294364624e-4	0.245	0.00931323608530681	Arbeid_lump	Employed	Other	230	negative	metaphlan
senter	1	0.4610861608233705	1.506874363106181	0.00219895551708243	0.012	0.00648528265378929	Arbeid_lump	Employed	Other	230	negative	metaphlan
Total_Reads_QC_ATLAS	1	0.43481250562918206	1.4210095057300334	0.00182713159113888	0.026	0.00611573766467437	Arbeid_lump	Employed	Other	230	negative	metaphlan
Arbeid_lump	1	0.2073841456852392	0.7127951271570032	-5.569085653036435e-4	0.972	0.0013790401247798	Arbeid_lump	Employed	Retired	516	positive	metaphlan
kjonn	1	0.3541111485128283	1.2171070276269405	4.2057309738733896e-4	0.123	0.00235472909858898	Arbeid_lump	Employed	Retired	516	positive	metaphlan
age_invitation	2	0.629554746685784	1.0819138421441252	3.173947407807426e-4	0.226	0.00418634343313291	Arbeid_lump	Employed	Retired	516	positive	metaphlan
senter	1	0.48314985481462713	1.6606229037449118	0.00127863993201585	0.006	0.00321279639708895	Arbeid_lump	Employed	Retired	516	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.31993541948921234	1.099642440184249	1.9306822169673873e-4	0.24	0.00212747112059147	Arbeid_lump	Employed	Retired	516	positive	metaphlan
Arbeid_lump	1	0.4108882042567643	1.439608916491068	0.00200332528234847	0.022	0.00657977125793129	Arbeid_lump	Employed	Other	219	positive	metaphlan
kjonn	1	0.4785378881408917	1.676629807109124	0.00308011738755847	0.005	0.00766308161100914	Arbeid_lump	Employed	Other	219	positive	metaphlan
age_invitation	2	0.44158552976395526	0.7735808176722032	-0.00207203956009812	0.978	0.0070713438510967	Arbeid_lump	Employed	Other	219	positive	metaphlan
senter	1	0.321923299571651	1.127906928669015	5.837089874209946e-4	0.218	0.00515512894221782	Arbeid_lump	Employed	Other	219	positive	metaphlan
Total_Reads_QC_ATLAS	1	0.27326756415171616	0.957434206835421	-1.9440213719516727e-4	0.536	0.00437597878377341	Arbeid_lump	Employed	Other	219	positive	metaphlan
Nasj_cat2	1	0.666317892020686	2.2245136237188268	0.00123660200981869	0.001	0.00223671928298572	Nasj_cat2	Native	Non-native	989	all	metaphlan
kjonn	1	0.7587637980158775	2.5331458543793066	0.00154779863833521	0.001	0.00254704494442858	Nasj_cat2	Native	Non-native	989	all	metaphlan
age_invitation	2	0.9305541113126878	1.553335369657442	0.00111772879834102	0.001	0.00312371669672966	Nasj_cat2	Native	Non-native	989	all	metaphlan
senter	1	0.8144246652809102	2.718970607131446	0.00173507387879938	0.001	0.00273388929696705	Nasj_cat2	Native	Non-native	989	all	metaphlan
Total_Reads_QC_ATLAS	1	0.5500028620855346	1.8361939165152048	8.447800976105051e-4	0.002	0.00184626890866358	Nasj_cat2	Native	Non-native	989	all	metaphlan
Nasj_cat2	1	0.23601536235526055	0.7920797696261536	-2.200698278763564e-4	0.916	8.349154407443029e-4	Nasj_cat2	Native	Missing	945	all	metaphlan
kjonn	1	0.7490065946605569	2.5137048920323393	0.0015992424454171	0.001	0.00264964604363377	Nasj_cat2	Native	Missing	945	all	metaphlan
age_invitation	2	0.8955041062080227	1.5026790609435838	0.00106274040971936	0.001	0.00316788787840674	Nasj_cat2	Native	Missing	945	all	metaphlan
senter	1	0.8278052712100816	2.7781573282862295	0.00187811401701958	0.001	0.00292840006669768	Nasj_cat2	Native	Missing	945	all	metaphlan
Total_Reads_QC_ATLAS	1	0.4704213025127615	1.5787582350706166	6.120677204624108e-4	0.007	0.00166413747479602	Nasj_cat2	Native	Missing	945	all	metaphlan
Nasj_cat2	1	0.6315660837235839	2.056266239102891	0.00241677404191485	0.001	0.00468659912637097	Nasj_cat2	Native	Non-native	436	negative	metaphlan
kjonn	1	0.5539988952442627	1.8037213431012145	0.00184000571384763	0.005	0.00411100406651759	Nasj_cat2	Native	Non-native	436	negative	metaphlan
