dataset	data_type	model_type	ext_comp	alg	sec_add_var	sec_alg	predictor	rep	fold	auroc	sensitivity	specificity	selection	primary_model	secondary_model
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold4	0.5914786967418546	0.8476190476190476	0.2631578947368421	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold5	0.4947385462198478	0.8850574712643678	0.15492957746478872	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat01	Fold1	0.5421527777777778	0.65625	0.4	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat01	Fold2	0.5854525567404977	0.7075471698113207	0.42028985507246375	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat01	Fold3	0.5001734304543878	0.5053763440860215	0.4838709677419355	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat01	Fold4	0.5802777777777778	0.7222222222222222	0.4125	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat01	Fold5	0.6147834581569521	0.5542168674698795	0.6216216216216216	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat02	Fold1	0.5074374577417173	0.6091954022988506	0.38823529411764707	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat02	Fold2	0.5934533551554828	0.5212765957446809	0.6461538461538462	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat02	Fold3	0.6159447348767737	0.5436893203883495	0.6282051282051282	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat02	Fold4	0.5025252525252525	0.7142857142857143	0.2878787878787879	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat02	Fold5	0.5856060606060606	0.59	0.5757575757575758	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat03	Fold1	0.5049833887043189	0.42857142857142855	0.5697674418604651	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat03	Fold2	0.57906162464986	0.6285714285714286	0.45588235294117646	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat03	Fold3	0.5247181964573269	0.6777777777777778	0.37681159420289856	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat03	Fold4	0.6097883597883598	0.6547619047619048	0.4444444444444444	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat03	Fold5	0.6037644787644788	0.46938775510204084	0.7162162162162162	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat04	Fold1	0.6003772347055929	0.3076923076923077	0.7761194029850746	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat04	Fold2	0.618042071197411	0.8349514563106796	0.3	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat04	Fold3	0.5737772637144746	0.5955056179775281	0.5147058823529411	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat04	Fold4	0.5500346020761245	0.6352941176470588	0.4235294117647059	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat04	Fold5	0.5036875	0.57	0.4375	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat05	Fold1	0.5800194773575719	0.5742574257425742	0.5409836065573771	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat05	Fold2	0.5038103947568968	0.7901234567901234	0.25925925925925924	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat05	Fold3	0.6032132424537487	0.5934065934065934	0.569620253164557	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat05	Fold4	0.5715488215488216	0.5656565656565656	0.5333333333333333	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat05	Fold5	0.5703454641350211	0.3125	0.6962025316455697	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat06	Fold1	0.6236531986531987	0.6222222222222222	0.5757575757575758	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat06	Fold2	0.5797052460789616	0.686046511627907	0.4186046511627907	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat06	Fold3	0.577579069382348	0.5353535353535354	0.5737704918032787	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat06	Fold4	0.4960700496414782	0.8367346938775511	0.17567567567567569	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat06	Fold5	0.558904109589041	0.6105263157894737	0.547945205479452	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat07	Fold1	0.5956706281833616	0.5684210526315789	0.5806451612903226	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat07	Fold2	0.5576765188834154	0.4367816091954023	0.6547619047619048	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat07	Fold3	0.52321083172147	0.8297872340425532	0.15584415584415584	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat07	Fold4	0.5567049229839928	0.5930232558139535	0.44155844155844154	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat07	Fold5	0.6005503144654089	0.4811320754716981	0.65	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat08	Fold1	0.5794805673236323	0.6067415730337079	0.5573770491803278	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat08	Fold2	0.5571319603356216	0.8315789473684211	0.2753623188405797	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat08	Fold3	0.5812571592210768	0.5670103092783505	0.5555555555555556	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat08	Fold4	0.5099462365591398	0.5591397849462365	0.4875	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat08	Fold5	0.5864020731042008	0.5212765957446809	0.5641025641025641	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat09	Fold1	0.5955882352941176	0.8111111111111111	0.3235294117647059	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat09	Fold2	0.5256720024161885	0.5465116279069767	0.4935064935064935	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat09	Fold3	0.6132015306122449	0.5204081632653061	0.6125	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat09	Fold4	0.5036443148688047	0.3877551020408163	0.6571428571428571	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat09	Fold5	0.5672275641025641	0.7395833333333334	0.35384615384615387	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat10	Fold1	0.5394368170355842	0.46987951807228917	0.5930232558139535	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat10	Fold2	0.5943898443898444	0.6306306306306306	0.5757575757575758	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat10	Fold3	0.6332860966776885	0.6896551724137931	0.5205479452054794	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat10	Fold4	0.5033434650455927	0.5957446808510638	0.38571428571428573	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat10	Fold5	0.5405293631100083	0.6451612903225806	0.4	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat11	Fold1	0.5490088858509911	0.5368421052631579	0.5454545454545454	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat11	Fold2	0.637542715128922	0.42528735632183906	0.8243243243243243	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat11	Fold3	0.518068003983497	0.5959595959595959	0.38028169014084506	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat11	Fold4	0.6006727158948686	0.6702127659574468	0.4852941176470588	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat11	Fold5	0.5296466973886329	0.9032258064516129	0.18571428571428572	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat12	Fold1	0.5975218658892129	0.8469387755102041	0.2571428571428571	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat12	Fold2	0.5836816440264716	0.3448275862068966	0.803030303030303	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat12	Fold3	0.5704586852127835	0.5757575757575758	0.5245901639344263	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat12	Fold4	0.5103092783505154	0.4536082474226804	0.5555555555555556	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat12	Fold5	0.5538714159403815	0.5862068965517241	0.5494505494505495	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat13	Fold1	0.5131062517521727	0.5287356321839081	0.43902439024390244	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat13	Fold2	0.5832500832500832	0.5714285714285714	0.5909090909090909	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat13	Fold3	0.6244660194174757	0.7378640776699029	0.49333333333333335	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat13	Fold4	0.6001211957985456	0.6595744680851063	0.43037974683544306	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat13	Fold5	0.49082313681868744	0.5376344086021505	0.46551724137931033	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat14	Fold1	0.5448181818181819	0.68	0.4	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat14	Fold2	0.5494557823129251	0.8952380952380953	0.21428571428571427	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat14	Fold3	0.6101755387469673	0.5824175824175825	0.5584415584415584	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat14	Fold4	0.5548780487804879	0.6463414634146342	0.4805194805194805	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat14	Fold5	0.5524691358024691	0.4222222222222222	0.5679012345679012	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat15	Fold1	0.5144512910798122	0.4583333333333333	0.5915492957746479	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat15	Fold2	0.5708016877637131	0.6329113924050633	0.49333333333333335	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat15	Fold3	0.6050751879699248	0.4666666666666667	0.7105263157894737	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat15	Fold4	0.564274322169059	0.7684210526315789	0.3787878787878788	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat15	Fold5	0.5776583034647551	0.6344086021505376	0.4444444444444444	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat16	Fold1	0.6136039886039886	0.6282051282051282	0.5833333333333334	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat16	Fold2	0.558904109589041	0.6421052631578947	0.4383561643835616	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat16	Fold3	0.5702255639097744	0.6105263157894737	0.45714285714285713	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat16	Fold4	0.5712836123795028	0.5648148148148148	0.547945205479452	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat16	Fold5	0.5046044685990339	0.782608695652174	0.3194444444444444	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat17	Fold1	0.6096117424242424	0.3958333333333333	0.7272727272727273	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat17	Fold2	0.5516460905349794	0.8666666666666667	0.24691358024691357	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat17	Fold3	0.5548076923076923	0.6593406593406593	0.45	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat17	Fold4	0.49723858615611194	0.6185567010309279	0.42857142857142855	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat17	Fold5	0.602445426913512	0.4787234042553192	0.6883116883116883	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat18	Fold1	0.62328767123287665	0.6588235294117647	0.5205479452054794	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat18	Fold2	0.4824090638044126	0.6511627906976745	0.34615384615384615	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat18	Fold3	0.5658756137479541	0.6914893617021277	0.47692307692307695	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat18	Fold4	0.5799025266127998	0.6017699115044248	0.5217391304347826	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat18	Fold5	0.5559259259259259	0.4888888888888889	0.5733333333333334	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat19	Fold1	0.5056410256410256	0.27472527472527475	0.72	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat19	Fold2	0.6029317628984765	0.6822429906542056	0.5205479452054794	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat19	Fold3	0.6116959064327485	0.6666666666666666	0.42105263157894735	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat19	Fold4	0.5388650151668352	0.8586956521739131	0.12790697674418605	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat19	Fold5	0.559370882740448	0.5568181818181818	0.5362318840579711	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat20	Fold1	0.5932109510998576	0.47191011235955055	0.6197183098591549	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat20	Fold2	0.5236085053158224	0.6219512195121951	0.4230769230769231	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat20	Fold3	0.5354166666666667	0.6571428571428571	0.390625	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat20	Fold4	0.6049498746867168	0.4380952380952381	0.6973684210526315	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat20	Fold5	0.5506718471750041	0.7931034482758621	0.22535211267605634	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat01	Fold1	0.5618055555555556	0.6875	0.41333333333333333	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat01	Fold2	0.6037735849056604	0.7735849056603774	0.36231884057971014	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat01	Fold3	0.5242802636142907	0.5053763440860215	0.45161290322580644	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat01	Fold4	0.5868055555555556	0.8222222222222222	0.2875	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat01	Fold5	0.6160859654835559	0.6024096385542169	0.5405405405405406	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat02	Fold1	0.4938471940500338	0.6091954022988506	0.38823529411764707	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat02	Fold2	0.6122749590834697	0.6063829787234043	0.5384615384615384	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat02	Fold3	0.6253422952452079	0.5631067961165048	0.5769230769230769	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat02	Fold4	0.5030663780663781	0.7380952380952381	0.2878787878787879	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat02	Fold5	0.5324242424242425	0.5	0.6060606060606061	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat03	Fold1	0.5822898032200358	0.6373626373626373	0.4883720930232558	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat03	Fold2	0.5935574229691877	0.6571428571428571	0.5	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat03	Fold3	0.5077294685990338	0.9	0.2318840579710145	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat03	Fold4	0.65854119425548	0.8452380952380952	0.36507936507936506	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat03	Fold5	0.579288472145615	0.6530612244897959	0.4594594594594595	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat04	Fold1	0.6086599967196983	0.31868131868131866	0.746268656716418	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat04	Fold2	0.6411003236245955	0.941747572815534	0.16666666666666666	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat04	Fold3	0.5844348975545274	0.7191011235955056	0.3088235294117647	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat04	Fold4	0.553356401384083	0.5882352941176471	0.43529411764705883	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat04	Fold5	0.500125	0.61	0.4375	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat05	Fold1	0.5241032299951307	0.7623762376237624	0.2459016393442623	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat05	Fold2	0.5035817710714829	0.7901234567901234	0.24691358024691357	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat05	Fold3	0.6059257198497705	0.5934065934065934	0.5443037974683544	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat05	Fold4	0.6434343434343435	0.6060606060606061	0.5666666666666667	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
mphl-Bærum	read-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat05	Fold5	0.5693565400843882	0.3333333333333333	0.6835443037974683	all	rf_mphl-Bærum	log_reg_mphl-Bærum_fit
